,Content,Polarity
1779,fgare sguein chusbell pperezf ejem cualqui men ret dueloper con sig leo har tal moment,0
1780,termin encarg rey mag - aqu cab fnac malag w/ others {link},0
1782,“pabloniet david_bust soci dia corr pud desped qued impresion cal ehh”numb,0
1784,cvientif quej recort despilfarr total cont top secret telediarioint,1
1785,vam chacon contraprogram acto med rubalc ocho tard detall navideñ redaccion,1
1786,“danizumaquer david_bust dec dic peluquer qe pel pel igual ajaja”con cuidao-,0
1787,opinion iker casill merec mas nadi merec hac tiemp nadi dij galardon just,0
1788,sal preestren emocion reaccion public #graciasjos,0
1790,preparadoslistosy {link},0
1791,empiez libr intent siempr empez dedicatori graci viajeroninj {link},0
1792,“taniasturi david_bust ahor seriom encantagrandisim trabajo”graci corazon,0
1793,prob crowdboost graci blocdeesboz -,0
1795,arsenioescol pues algun inspector pas call zon centr hinch recaud,1
1796,peticion cart bce repet despues zapater rajoy dia siguient ser invest nuev gobiern,1
1797,buen pues list encarg rey mag mañan pas dias magi {link},0
1798,comunic bien prepar buen comienz ¡bu final arrog cuid gest mir conect algun emocion,0
1799,viv angyfdz fan total,0
1800,#cartaalosreyesmag rajoy necesit sal prens q deb gust,1
1802,ahor si descans buen noch,0
1803,cuant + rt vicky_bendit mejor apoy concentr period dia patron- san fco sal aprensamadrid”,0
1804,goz compart tertuli rne brillant paz casanov,0
1805,urdangarin pag parej ruman q atend palacet pedralb diner public desvi aizoon aprovechategui limit,1
1806,impresion reaccion apoy dia confirm merec pen segu adel graci #porquepublicohacefalt,0
1810,“eclipsefans david_bust felic rey pekñ daniela”gracias-,0
1811,rt politicamadr escob recomiend iu andaluc complej coincid pp {link} via europapress_,0
1812,rt microsierv nuev tecnolog sony conviert papel energ sonyericsson {link},0
1813,hoy dia fiablert “hugovalladol prim riesg fiabl deb ser inform sol comp,1
1814,president escond tampoc habl hoy #dondeestarajoy,1
1815,amaiur garantiz protagon #congres veran {link},0
1817,quer rey mag sid buen sol quier atic centr madr ver amig pag si,0
1818,“chefidiaz da vergüenz leer esto {link},1
1819,gabin lorenz deleg gobiern casc president qued pod testosteron debil asturi,1
1821,mont dios ver sort,1
1824,precis pretend evit 'la prim riesg continu escal alcanz puntos' {link},1
1825,esperm ministr defens acud videoconferent guion predecesor,1
1826,#malag rey mag {link},0
1828,graci prescripcion supermart “martam_garci kous pedroj_ prim naufragi genial recom total,0
1829,rajoy comparec congres explic recort tras consej europe - abces {link} via abc_es,1
1830,objet cierr empres public cca fij ambicion telediarioint,1
1831,elvir rodriguez acompañ habl recort cca supervision presupuest telediarioint,1
1833,pp tod med estructuralesimport cuy neces reform diagnostic inform {link},0
1835,#cabalgatasevill lleg pzamagdalenaespectacularpued verl giraldatv web graci trending topic #sevillahoy,0
1836,riolob cre barred deberi rej gestion castillal manch {link} via eldigitalcastillalamanch,1
1837,ahi vien melchor- {link},0
1839,casi baltas pais destiñ betun cutr dignid terc rey mag,1
1841,pnv trat imped gobiern pse vend vpo fond privadocre ilegal tipific {link},1
1842,compar sra saez d sta mar deficit ss hoy insult inteligent obvi fond mill€,1
1843,ibarr present enmiend segun rubalc var dimit diput / pso {link} via europapr,1
1844,recort recarg deprim econom alvarez casc gabin lorenz agit asturi crisis crisis,1
1845,esper noch magic rey mag traig dese,0
1846,feliz noch rey,0
1847,felic rey inclus aquell sol merec carbon noch llen ilusion ser gener,0
1848,jesusmaran buen fot port,0
1849,siy ahor mism ko suertemañan s gran dia d ilusionel + feliz dl año niñosojal pud,0
1850,#herenciapso dej de´ficit % ocult grav deterior cuent pu´blic erro´ne diagno´st mal gestio´n,1
1851,rt marcvidal mes español sac millon eur españ {link},1
1852,confirm mariolacubells gal firm aun mand pso pues sab perd aun,1
1853,hoy qued car hijoy cariñ melchor - disfrut nunc - {link},0
1855,futur tortur pas encaden ahi escap present flaubert,1
1856,rep dom escuch anthony sanchez fiest {link},0
1857,bdi disfrut rey regal cualqui año hiz ilusion histori sigl xx tom,0
1858,pues ahi “angelconesa_ ped rey mag retweet pedroj_ramirez ”,0
1859,¡feliz dia rey articul gacet gallet soray | intereconom | {link} via intereconomi,0
1861,abc cont hoy version pp ocult deficit part pso pued leerl kyoskoym,1
1862,melang trois “wilicust traid rey #elprimernaufragi muj gracios leer dos vez mism libro”,0
1863,dos tip años humill desnud analfabet cibernet ahor roscon chocolat quiebr disciplin rey,1
1864,fgare autocit extrañ form entend liderazg tan parec monj clausur,1
1865,“francisco_long espectacul fot nocturn peninsul map despilfarr energet {link},0
1867,dese corazon felic aquell motiv mand fuert abraz anim,0
1868,¡notici descombac dispon {link} histori dia burdinjaun,0
1869,com alegr rebec “rebeduqu regal padr contentooo pedroj_ramirez {link},0
1871,byen gust ja ja“jonatanavarret mejor regal rey ver buenafuent berto_romer {link},0
1872,empres public comun autonom derroch ocult deficit valenciacom siempr {link},1
1873,rey dej libr henry kam felip v van segund pas monclo zarzuel,1
1874,esper q rey sid maj,0
1876,feliz dia d rey encant rosc chocolat calient mmm quier,0
1878,ivonn mallez encarcel hac dias cub {link},1
1879,mejor celebr dia rey dos funcionesvamooooooosssss,0
1880,sibarit “ramonbiosc pued evit acord pedroj_ regal #elprimernaufragi voy abrir botell geranium”,0
1881,cni opin mism rt salemergui ex jef mos confies mujer mejor agent hombr,0
1882,abro mail encuentr previs lun icacabel siempr tan ordenadit hahahahahah habl rajoy lun febrer,0
1883,mal lee art gacet doming ver tont just “icacabel ver liberal manifestaos”,0
1884,llev obstlav lun q hor asegur jpedrerol mcuquerell icacabel elcharl casi hor d cen byes,0
1885,eta endurec batasun logr baj mont romp buen mal respond albert lardies telediarioint,1
1886,ejem + rt redliberal suscripcion institucional diari quien benefic {link},1
1888,“javiercasqueir aqu roscon {link} escas,1
1890,te especial flor dentr teter graci marquesdvizhoj {link},0
1892,alcald olul pp agradec nombr puebl salg medi present chacon {link},0
1894,dig “albertguardi buenafuent camin terratpack rey edition pq empezais tan tard msamaranch”,1
1895,¡lo mejor timelin dispon {link} histori dia tweetsawards_ marisap,0
1897,mañan debat vez ser esper discrep pong bin lad fbi tiemp amabil,1
1898,info rescat eeuu pescador iran {link} via {link},0
1899,rt cdperiod lg present lun esper googl tv {link},0
1900,gran alvar pomb gan premi nadal felic alvar {link},0
1901,“pleguezuel propuest _rubalcaba_ demuestr practic #escuchaact {link},0
1902,enough today fech acord d leal militar q sirv mil d kilometr caus d españ segur libert,0
1903,ole vicent sot sorder martinet ole verd,0
1904,ronald searl grand {link},0
1906,buen noch tods soñeis sueñ flamenc,0
1907,mejor madr mund punt quier mam yolalm,0
1908,buen dias -,0
1912,redund administr cuest eur urge reform,1
1913,¡notici descombac dispon {link} histori dia el_period,0
1914,rt elviswarrior carr manol escob “mariviromer dond par diner ere {link} - {link},1
1916,pod q hac defens derech part avanz mism dentr d part #rbcbenvalladol,0
1917,ademas bast dar cuent part presupuest cuent complet inclu patrimoni interes incompatibil,1
1918,juanma_moren proxim seman reforz dl plan concert servici social ayunt {link},0
1919,oposicion util si empeñ luch fraud propuest hic campañ apoy dar + ide,0
1920,javierarenas_pp carm cresp demostr dias maxim lealt institucional junt andaluc aprend,0
1921,cos nuev gust ver prox videocapitul bes,0
1922,javierarenas_pp social andaluc carg famp iban gobern {link},1
1924,gust mensaj rey morenes her mutiladoshay recuper servicioest mutiladosn imbecil,0
1925,#chacon consider q faisan tem fantasm,1
1926,#chacon gobiern zapater parec si rot plat vid,1
1928,#ahora_chacon gan x futur adel,0
1930,madam barros amiguetesls rour cia cre gobern pais coñ suyasun cos wyomings,1
1931,mied gobiern rajoy q proxim seman merc ataqu deud español desbarat dl discurs d q problem zp,1
1932,exist pension vitalici expresident gobiern rest demas,1
1933,graci gent bellezuel quier rt asanzvenezuel quer escuch gigablog cont {link},0
1934,“salvador__gomez pas grand leyend muert acompañ enhorabuen rist gracias”,0
1935,dia precios escorial {link},0
1936,dic chacon españ acent verd psc prohib rotul español prohib acent sin idiom,1
1940,df consegu hac o conciert pa pod pas mes medi alli rt kittychik alejandrosanz df,0
1942,primer encuest recort rajoy batall rubalc chacon metroscopi mañan pais,1
1943,buen noch graci cariñ noch premi sueñ,0
1945,enhorabuen amig canelit dej patent arte raz hoy madr ole pur cant bien,0
1946,graci cariñ emocion verd #muertosderis,0
1947,veo maktub peli pacoarang segund vez intens sincer #recomiendom,0
1948,si ahmadinej busc romp aislamientoh eleg bienvenezuelacubaecuadornicaraguabolivi,1
1949,vec logic intern d part llev eleg lid q dificil podr gan eleccion ej republican usa,1
1950,much graci “sguein buen perfil “fgare carm chacon concesion almibar {link},0
1951,ohhhhhhh buen “anuskadb buenafuent vin cen nocheviej cas {link},0
1954,val convenc verl {link},0
1955,“hay vid inteligent gobi analisis recomend anton cost {link},0
1956,declar medi ferraz patxi lopez muestr confianz rubalc tomas gomez chacon,0
1957,q valientesparamilitar cuban org actos d repudi dam d blanc huelg d hambr lanz piedr {link},1
1959,mas mit español % buen impresion nuev gobiern {link},0
1960,expres franquism form 'la comuna' exig justici diego_barcal {link} #porquepublicohacefalt,1
1966,rt ppandaluz javierarenas_pp anunci impuls nuev ley haciend public {link},0
1967,corazon abiert ohmmmm {link},0
1968,gar p pres provoc expresion cariñ desbord relat oficial ador asesin euskadi enfermed moral,1
1970,flo digo“flofdezpaulavazqueztv danimartinezwebotramov preocup tom medicacion”,0
1972,blog tribun hoy abc mentir arriesg {link} med gobiern,1
1973,#bowi grabacion bbc bowi jov año aprob reval º fiv years {link},0
1977,sugerent suen bien,0
1979,importanteclar panett iran not yet decid to mak nucl bomb | fox news {link} via foxnewspolitics,0
1980,bici fuent felic {link},0
1981,dios mañan arrib ocho insomni co,1
1982,fuert catarr empeor salud manuel frag años convalec cas madr acompañ famili,1
1985,decret ajust recarg temporal rigor motis econom par ausenci nuev president rajoy,1
1986,andaluc impar {link},0
1987,prim personaj dl año sergi ga {link},0
1990,hoy cuart txiqui beneg lol gorostiag present ferraz aval candidatur cambi segur unid rbcb,0
1991,jolin qued men deterior cognit pued comenz part años {link},1
1992,list compr palacet jaum mat ocho televisor bang & olufs eur {link},1
1994,i favorit youtub vide {link} recort social pso andaluc,1
1995,realidadl recort social pso andaluc {link},1
1996,hoy hor histori joven independiz crisis oblig volv cas,1
1997,total abraz enorm rt ursusanz alejandrosanz corazonmi acab compr cont {link},0
1998,esper acab igual “fgsh leid epn todavi leyend libr apolitkovskay veo paralel luch vd”,1
1999,#bastay dias hall cadav muj sign violenci fuengirol {link},1
2000,juec valencian cabez carg trabaj {link},1
2001,eliasbendod asegur diput gener impact econom {link} via malagahoy_,1
2002,muer president guinea-bissau malam bacai sanh {link} ep,1
2004,convien record año sub impuest atent deficit % hoy % {link},1
2005,happy bday happy bday mom feliz cumpl mami mas cooki mund amo,0
2006,madr muj mas bell mamit q siempr alli amig graci {link},0
2010,anunci defraud cm minim l polit d viviend d l generalitat control dl fraud dl gob {link},1
2011,iescol escobill pondr mand mierd colos castellonens darl util,1
2012,siempr clas rt europapress_ rolls-royc logr cifr vent alta años histori - {link},0
2013,habl tdtard television corrupcion sient banquill,1
2014,#bastay deten hombr años supuest agresor muj {link},0
2015,just palabrasanz critic cinism psoe- calif rey recort {link},1
2016,alucin greci inclu pedofil list person discapac derech pag {link} via ap,1
2017,“mariotresem edurnity diossssssssss encantaa quier tocarrrrrrrloo espachurrarrloooo”jajjaj,0
2018,recort social pso andaluc blog {link},1
2019,sanchez_soni manusanchezg enhorabuen compañer much muchisim suert besaz,0
2020,graci segu #cabalgatagtv dsd medi mundoamig d giraldagtv sigu pas viern ¡¡ pais #sevillahoy,0
2021,“eliashumprey edurnity bello tan fiel amist present santi {link},0
2022,patxi lopez reclam acerc pres telediarioint,1
2023,sigu buen gent arrabal_ - encant ver aqu -,0
2027,impuestos“sguein facil deb ser contrat dificil desped ministr sori pong barat oig baratoel desp,1
2028,sextanotici lasextadeport echam men sandrasabat hoy gran debut intermedi,0
2029,enhorabuen daniel gran alcald - rt danielortizesp graci cristin mencion hab acompañ hoy abraz,0
2030,crisis quienbitly/xaedm,1
2031,bitly/xaedmcrisis bitly/xaedm,1
2032,avis emit descuida“virginiagf_ julia_oter juli avis list doc ana mar matut gracias”,0
2033,carlos__alsin mes medi tiemp hac gir tod españ,0
2034,veng ver peli ¨ the artist ¨ verd encant recomend,0
2035,ah hoy pong velit lun llen mejor dese dais tant luz compañ,0
2036,feliz noch lun llen tods caig sueñ dic amig xosecastr #besosdes,0
2037,aunqu bb se pon enlac recom articul d jos luis puert reform bienest ayer pais,0
2038,llev hor medi pie realid despert,1
2040,men muert her explosion bomb gasoliner pakistan zon fronteriz afganistan,1
2041,buen dias hac fri,0
2042,lament cataluñ prioriz construccion nacional polit identitari saludeduc recuper econom,1
2043,vam mart -,0
2044,riesg hac cin altern,1
2046,buen dias #asambleamadr estupend mart -,0
2048,sal haci chin primer coch seat barcelonaseat pretend vend coch chin la_s {link},0
2049,twitt propon sig guind cuent fak manej habil suplant deb caer buen mult,1
2050,#forumeurop pacodelatorrep segu ampli ofert cultural museist #malag,0
2051,avanz cas noos imput jaum mat apoder aizoon sl empres duqu {link},1
2053,rajoy dec mat camps 'ejemplos' buen gestion hemerotec letal {link},0
2054,descubr dedic mananascuatr q encant mrtfernandez {link},0
2055,abraz tod fuerz conchagcampoy,0
2056,enhorabuen candidat goy,0
2057,graci teres “terehernndez much felic disfrut dia”,0
2060,graci goyi “goyi_ much felic president salud cumpl mas”,0
2061,belen esteb dia marmot jesulin ubriqu ide hij andre {link},1
2062,ristomejid graci amigoooo veo ratin abrazac,0
2063,¡anim valient rt conchagcampoy muchisim graci todosteng leucemi anim luch buen medic muchisim afect,0
2064,josemi sorry “josemi_fv hoy dia unfollow ¡me invad timelin felicidades”,0
